sofifa_id,213655,178287,162895,188540,198719,207807,184200,198717,200521,198489,176993,199189,206594,200104,171791,233601,212811,186146,211300,188988,189446,219411,189505,231943,201514,215590,206085,183277,221618,211117,176571,200529,224422,203483,183569,193884,184941,199434,202515
20801,0.9487739323923458,0.9099616185265555,0.9463127604449779,0.9562547512264173,0.9529684198382925,0.9170893661257506,0.9700437685068163,0.9602243448035707,0.9520282565447016,0.9100254094633062,0.9572720620165461,0.9508936513045353,0.9302951693113024,0.960798380053805,0.7441781890347151,0.9342338561149663,0.9301153405172531,0.9550167427627501,0.9776854073608825,0.966018951610921,0.9611555883964538,0.9604989632400369,0.9720068821659497,0.9213518932317827,0.9670795992581757,0.9680717372519483,0.9532508768001218,0.9755315467385016,0.9135150011383003,0.9502417923043666,0.9401999656592366,0.973703921865086,0.9616268494934367,0.9012127556516579,0.9790089462717176,0.8891855875563287,0.9602365125709933,0.9585756718529447,0.9738291441420088
190871,0.9576058397276529,0.9103866054007272,0.9481932042695141,0.9636117765495688,0.9789170527898,0.9581544495206065,0.9601025474332149,0.973583468918365,0.9665873426174536,0.9017721047869061,0.9863132123637631,0.9519573758426474,0.9357362323807809,0.962742080365781,0.7144927340585627,0.9443150956570637,0.934854510790149,0.93817949937281,0.9755932547086771,0.9894982022582548,0.9693277296350649,0.9624626873615162,0.9903505890023462,0.91462622701285,0.9444464383097515,0.9694543312181961,0.9686700746311929,0.9935845372335317,0.8652885162016304,0.9460629815795798,0.9330487376198151,0.9595627001362669,0.9649150447996638,0.8943408167223431,0.9610616470015063,0.8867827805419756,0.9633350120198954,0.9604773102869183,0.9822582534230961
231747,0.9738513073400606,0.915115142204272,0.9403933566073462,0.9731898766569979,0.9763019968559263,0.9476101684336622,0.9678648255795699,0.9839933420398308,0.9624935070151953,0.9143242923954904,0.9691626811748484,0.9586996833071028,0.9444719950713352,0.9673335299617756,0.7332680332442905,0.9487242268434583,0.9432365796821135,0.9576519685346818,0.9936200253883045,0.9794124922823638,0.969956952711016,0.9796920178244297,0.9843503579801506,0.9369871557569542,0.9729837791082098,0.9750752803415238,0.9696000071214126,0.9886414661222303,0.9123490461072672,0.9623697796139111,0.945049174144903,0.969243547211897,0.9745249372932977,0.9110815698556648,0.9775112953051701,0.8932374757375245,0.9685703478365278,0.9559459614595989,0.982667946436396
200104,0.9501911781860654,0.9591854007711068,0.9443077126814838,0.9481339371627288,0.9516156534793809,0.9387850513825431,0.958989297123746,0.9576548551899389,0.9402875299527336,0.9438421839378468,0.955844407528511,0.9564991479144592,0.9317903960858172,0.9910036121317259,0.7490536921460077,0.9835834810957678,0.9411490824403195,0.9786255231257497,0.9664866553105694,0.9560486101592368,0.9550096424958588,0.9472070437106282,0.9704291990360656,0.9609406002072644,0.9433125548983233,0.9519344836332576,0.9564280972750552,0.9689443309168901,0.8724148518180762,0.9503886274666703,0.9308236171950515,0.9618640572112137,0.9601409255603688,0.9482973045188802,0.959431731706132,0.9405715538884636,0.981730550322854,0.9396116478848991,0.9584703621511902
208722,0.9689233368349047,0.9327236263529033,0.9553060234542581,0.9683149900416974,0.9649520981258595,0.9592296461594749,0.971375043428924,0.9797010278928425,0.9512613343055432,0.9274523835762115,0.9602543461387374,0.9670392553516517,0.9382324476076515,0.9589334373853422,0.7798190330568018,0.9461979485554415,0.9546114857160941,0.9628129581133806,0.991173776421025,0.9789558982704124,0.9563696618643655,0.9718375297535902,0.9869123988845402,0.9353843412392631,0.9803503862420664,0.975272953536397,0.9677262751871606,0.9830258415675827,0.900372675181632,0.9686026715800655,0.963873688206063,0.972432007547685,0.9818674387156316,0.9308887630917027,0.9728680550215746,0.9044627018319547,0.9746102594833329,0.9566578213979295,0.970267399836202
202652,0.9684069172027662,0.9304037872516211,0.9538989225668258,0.9720078519177587,0.9822445226900047,0.9767546926143106,0.9560977859210701,0.9829097784602147,0.9585335741272882,0.9166413291718352,0.9702961568517414,0.9558920932283005,0.9532047656459749,0.9477069140711454,0.7462596772801792,0.9442039486876844,0.9553996796607306,0.941487561780212,0.9782589637690807,0.9775907865377395,0.9628186784800399,0.9651733520669346,0.9818942286028023,0.9091141251683487,0.9623075649849716,0.9571681932356026,0.9840355690000446,0.9849664485199143,0.8754437719551543,0.9581611428982799,0.9463350378509432,0.9581832690400846,0.9809576623151278,0.9177985894279588,0.9517429849277812,0.8920326345747775,0.9646784869561292,0.9522303714755759,0.9695491821274669
183898,0.9099489069526506,0.9051774796933354,0.9425568625155629,0.9317478610554343,0.9336513228972502,0.9169133770090041,0.9471294155385348,0.9414925712537123,0.9730993284404404,0.9489292157253579,0.9303465609525176,0.9301208984826409,0.9649652790472117,0.914808962665528,0.7287606196920469,0.9104735351647659,0.9322271842399951,0.9160854894033867,0.9428118672480965,0.9419305024205801,0.9356592327525779,0.9174077195342213,0.9460203564152002,0.8511516687956061,0.9261715000201027,0.9150200069154536,0.9298424177990388,0.95364696108137,0.811582738201856,0.9428094091145103,0.969634680802736,0.9396019787291529,0.9384115508464506,0.8915901980723359,0.9263577947985453,0.9205242494381627,0.9438860127987574,0.9867458135920774,0.9313139186849255
198219,0.9369634419214505,0.8950715622483895,0.9393913368245832,0.9334094681242062,0.9717948689171597,0.955979693001871,0.9208054197087983,0.9484812948449514,0.9504460721454231,0.8676107566719823,0.9859719924075492,0.9204841212947646,0.9147286226147104,0.9365159237077361,0.6644669296072723,0.9173337979045145,0.9103246509445382,0.9030461893838038,0.9440266961119066,0.9834053515412345,0.9486048048216817,0.9470064206548471,0.9737188811530922,0.8758138247691183,0.9108977702499185,0.9441979877603539,0.9646715609395613,0.9803100916488169,0.8289998732361792,0.910321782172413,0.9017596193431316,0.926578822426999,0.9486626010786033,0.8685233957728473,0.9215456426957308,0.8537770515117638,0.9413476384721277,0.9413136033781544,0.9656109582923886
213345,0.9734697621312408,0.9075561176828746,0.9411297737868652,0.9680576544273681,0.9857007830928037,0.9485635416224812,0.9533879763795345,0.9768108239955587,0.9636721446324612,0.8928339411903075,0.9806769202721176,0.9437622362408975,0.9457366730856505,0.9610452290896213,0.6992062377269339,0.9386979597277327,0.9323247517237407,0.9463548957152551,0.9818838676268316,0.9834757618673643,0.9714667978926071,0.9822218458219105,0.9779433107117029,0.9172214064805511,0.9623705225985218,0.9685142203993811,0.9794063613741208,0.9908198750943836,0.9051714271559455,0.9394914923404672,0.9260750944930639,0.9594462420676811,0.9717105697562376,0.8905753839469293,0.968388920089117,0.8718994527216297,0.958795868716137,0.9576636430208441,0.9902941762154728
